"Time","2cc03f84f448","52927ab52af2","7decf356f00d","893647222d5c"
1592685445500,,,,
1592685446000,118016,,,
1592685446500,,,,
1592685447000,,,,112864
1592685447500,,,,
1592685448000,,,106176,
1592685448500,,,,
1592685449000,,149824,,
1592685449500,,,,
1592685450000,,,,
1592685450500,,,,
1592685451000,92128,,,
1592685451500,,,,
1592685452000,,,,109984
1592685452500,,,,
1592685453000,,,104896,
1592685453500,,,,
1592685454000,,171296,,
1592685454500,,,,
1592685455000,,,,
1592685455500,,,,
1592685456000,104800,,,
1592685456500,,,,
1592685457000,,,,
1592685457500,,,,
1592685458000,,,,120224
1592685458500,,,,
1592685459000,,,118208,
1592685459500,,,,
1592685460000,,,,
1592685460500,,,,
1592685461000,,,,
1592685461500,,,,
1592685462000,,,,
1592685462500,,,,
1592685463000,,,,
1592685463500,,,,
1592685464000,,,,
1592685464500,,,,
1592685465000,,,,
1592685465500,,,,
1592685466000,,,,
1592685466500,,,,
1592685467000,,,,
1592685467500,,,,
1592685468000,,,,
1592685468500,,,,
1592685469000,,,,
1592685469500,,,,
1592685470000,,,,
1592685470500,,,,
1592685471000,,,,
1592685471500,,,,
1592685472000,,,,
1592685472500,,,,
1592685473000,,,,
1592685473500,,,,
1592685474000,,,,
1592685474500,,,,
1592685475000,,,,
1592685475500,,,,
1592685476000,,,,
1592685476500,,,,
1592685477000,,,,
1592685477500,,,,
1592685478000,,,,96192
1592685478500,,,,
1592685479000,,96928,,
1592685479500,,,,
1592685480000,94816,,,
1592685480500,,,,
1592685481000,,,96288,
1592685481500,,,,
1592685482000,,,,
1592685482500,,,,
1592685483000,,,,215456
1592685483500,,,,
1592685484000,,77024,,
1592685484500,,,,
1592685485000,74976,,,
1592685485500,,,,
1592685486000,,,77024,
1592685486500,,,,
1592685487000,,,,
1592685487500,,,,
1592685488000,,,,227744
1592685488500,,,,
1592685489000,,84544,,
1592685489500,,,,
1592685490000,82496,,,
1592685490500,,,,
1592685491000,,,84544,
1592685491500,,,,
1592685492000,,,,
1592685492500,,,,
1592685493000,,,,183744
1592685493500,,,,
1592685494000,,141792,,
1592685494500,,,,
1592685495000,105248,,,
1592685495500,,,,
1592685496000,,,110784,
1592685496500,,,,
1592685497000,,,,
1592685497500,,,,
1592685498000,,,,212512
1592685498500,,,,
1592685499000,,113600,,
1592685499500,,,,
1592685500000,102112,,,
1592685500500,,,,
1592685501000,,,114816,
1592685501500,,,,
1592685502000,,,,
1592685502500,,,,
1592685503000,,,,224896
1592685503500,,,,
1592685504000,,127840,,
1592685504500,,,,
1592685505000,115008,,,
1592685505500,,,,
1592685506000,,,134176,
1592685506500,,,,
1592685507000,,,,
1592685507500,,,,
1592685508000,,,,
1592685508500,,,,
1592685509000,,,,211968
1592685509500,,,,
1592685510000,128832,173440,,
1592685510500,,,,
1592685511000,,,,
1592685511500,,,,
1592685512000,,,144224,
1592685512500,,,,
1592685513000,,,,
1592685513500,,,,
1592685514000,,,,183040
1592685514500,,,,
1592685515000,,95744,,
1592685515500,,,,
1592685516000,83072,,,
1592685516500,,,,
1592685517000,,,86432,
1592685517500,,,,
1592685518000,,,,
1592685518500,,,,
1592685519000,,,,198720
1592685519500,,,,
1592685520000,,126944,,
1592685520500,,,,
1592685521000,103712,,,
1592685521500,,,,
1592685522000,,,106432,
1592685522500,,,,
1592685523000,,,,
1592685523500,,,,
1592685524000,,,,211520
1592685524500,,,,
1592685525000,,112928,,
1592685525500,,,,
1592685526000,92704,,,
1592685526500,,,,
1592685527000,,,97504,
1592685527500,,,,
1592685528000,,,,
1592685528500,,,,
1592685529000,,,,224960
1592685529500,,,,
1592685530000,,142304,,
1592685530500,,,,
1592685531000,107552,,,
1592685531500,,,,
1592685532000,,,110912,
1592685532500,,,,
1592685533000,,,,
1592685533500,,,,
1592685534000,,,,184864
1592685534500,,,,
1592685535000,,89376,,
1592685535500,,,,
1592685536000,120352,,,
1592685536500,,,,
1592685537000,,,123712,
1592685537500,,,,
1592685538000,,,,
1592685538500,,,,
1592685539000,,,,
1592685539500,,,,
1592685540000,,116832,,209760
1592685540500,,,,
1592685541000,89024,,,
1592685541500,,,,
1592685542000,,,100672,
1592685542500,,,,
1592685543000,,,,
1592685543500,,,,
1592685544000,,,,
1592685544500,,,,
1592685545000,,,,231712
1592685545500,,,,
1592685546000,,140640,,
1592685546500,,,,
1592685547000,105472,,,
1592685547500,,,,
1592685548000,,,114112,
1592685548500,,,,
1592685549000,,,,
1592685549500,,,,
1592685550000,,,,186720
1592685550500,,,,
1592685551000,,92608,,
1592685551500,,,,
1592685552000,82272,,,
1592685552500,,,,
1592685553000,,,127552,
1592685553500,,,,
1592685554000,,,,
1592685554500,,,,
1592685555000,,,,209472
1592685555500,,,,
1592685556000,,108992,,
1592685556500,,,,
1592685557000,102912,,,
1592685557500,,,,
1592685558000,,,106432,
1592685558500,,,,
1592685559000,,,,
1592685559500,,,,
1592685560000,,,,224736
1592685560500,,,,
1592685561000,,105152,,
1592685561500,,,,
1592685562000,92320,,,
1592685562500,,,,
1592685563000,,,96864,
1592685563500,,,,
1592685564000,,,,
1592685564500,,,,
1592685565000,,,,247424
1592685565500,,,,
1592685566000,,117728,,
1592685566500,,,,
1592685567000,106752,,,
1592685567500,,,,
1592685568000,,,111552,
1592685568500,,,,
1592685569000,,,,
1592685569500,,,,
1592685570000,,,,185216
1592685570500,,,,
1592685571000,,86624,,
1592685571500,,,,
1592685572000,121472,,,
1592685572500,,,,
1592685573000,,,124992,
1592685573500,,,,
1592685574000,,,,
1592685574500,,,,
1592685575000,,,,
1592685575500,,,,
1592685576000,,,,204416
1592685576500,,,,
1592685577000,92064,106848,,
1592685577500,,,,
1592685578000,,,101312,
1592685578500,,,,
1592685579000,,,,
1592685579500,,,,
1592685580000,,,,
1592685580500,,,,
1592685581000,,,,224096
1592685581500,,,,
1592685582000,,120704,,
1592685582500,,,,
1592685583000,106752,,,
1592685583500,,,,
1592685584000,,,114752,
1592685584500,,,,
1592685585000,,,,
1592685585500,,,,
1592685586000,,,,181504
1592685586500,,,,
1592685587000,,92192,,
1592685587500,,,,
1592685588000,84608,,,
1592685588500,,,,
1592685589000,,,127552,
1592685589500,,,,
1592685590000,,,,
1592685590500,,,,
1592685591000,,,,196960
1592685591500,,,,
1592685592000,,108768,,
1592685592500,,,,
1592685593000,104192,,,
1592685593500,,,,
1592685594000,,,105792,
1592685594500,,,,
1592685595000,,,,
1592685595500,,,,
1592685596000,,,,211328
1592685596500,,,,
1592685597000,,104704,,
1592685597500,,,,
1592685598000,94016,,,
1592685598500,,,,
1592685599000,,,98176,
1592685599500,,,,
1592685600000,,,,
1592685600500,,,,
1592685601000,,,,223680
1592685601500,,,,
1592685602000,,118144,,
1592685602500,,,,
1592685603000,108672,,,
1592685603500,,,,
1592685604000,,,112192,
1592685604500,,,,
1592685605000,,,,
1592685605500,,,,
1592685606000,,,,184704
1592685606500,,,,
1592685607000,,88672,,
1592685607500,,,,
1592685608000,122112,,,
1592685608500,,,,
1592685609000,,,129312,
1592685609500,,,,
1592685610000,,,,
1592685610500,,,,
1592685611000,,,,
1592685611500,,,,
1592685612000,,,,198720
1592685612500,,,,
1592685613000,94016,107904,,
1592685613500,,,,
1592685614000,,,107328,
1592685614500,,,,
1592685615000,,,,
1592685615500,,,,
1592685616000,,,,
1592685616500,,,,
1592685617000,,,,212160
1592685617500,,,,
1592685618000,,121344,,
1592685618500,,,,
1592685619000,108032,,,
1592685619500,,,,
1592685620000,,,132064,
1592685620500,,,,
1592685621000,,,,
1592685621500,,,,
1592685622000,,,,178048
1592685622500,,,,
1592685623000,,91328,,
1592685623500,,,,
1592685624000,85056,,,
1592685624500,,,,
1592685625000,,,90304,
1592685625500,,,,
1592685626000,,,,
1592685626500,,,,
1592685627000,,,,194880
1592685627500,,,,
1592685628000,,108544,,
1592685628500,,,,
1592685629000,106112,,,
1592685629500,,,,
1592685630000,,,121120,
1592685630500,,,,
1592685631000,,,,
1592685631500,,,,
1592685632000,,,,209600
1592685632500,,,,
1592685633000,,105984,,
1592685633500,,,,
1592685634000,95872,,,
1592685634500,,,,
1592685635000,,,103648,
1592685635500,,,,
1592685636000,,,,
1592685636500,,,,
1592685637000,,,,223040
1592685637500,,,,
1592685638000,,119424,,
1592685638500,,,,
1592685639000,109312,,,
1592685639500,,,,
1592685640000,,,129248,
1592685640500,,,,
1592685641000,,,,
1592685641500,,,,
1592685642000,,,,
1592685642500,,,,
1592685643000,,88960,,184032
1592685643500,,,,
1592685644000,123712,,,
1592685644500,,,,
1592685645000,,,152192,
1592685645500,,,,
1592685646000,,,,
1592685646500,,,,
1592685647000,,,,
1592685647500,,,,
1592685648000,,,,197440
1592685648500,,,,
1592685649000,,108544,,
1592685649500,,,,
1592685650000,103008,,,
1592685650500,,,,
1592685651000,,,108000,
1592685651500,,,,

