"Time","2cc03f84f448","52927ab52af2","7decf356f00d","893647222d5c"
1592685445500,,,,
1592685446000,41144,,,
1592685446500,,,,
1592685447000,,,,28333
1592685447500,,,,
1592685448000,,,41354,
1592685448500,,,,
1592685449000,,41352,,
1592685449500,,,,
1592685450000,,,,
1592685450500,,,,
1592685451000,46296,,,
1592685451500,,,,
1592685452000,,,,33484
1592685452500,,,,
1592685453000,,,46510,
1592685453500,,,,
1592685454000,,46505,,
1592685454500,,,,
1592685455000,,,,
1592685455500,,,,
1592685456000,51447,,,
1592685456500,,,,
1592685457000,,,,
1592685457500,,,,
1592685458000,,,,38638
1592685458500,,,,
1592685459000,,,51656,
1592685459500,,,,
1592685460000,,,,
1592685460500,,,,
1592685461000,,,,
1592685461500,,,,
1592685462000,,,,
1592685462500,,,,
1592685463000,,,,
1592685463500,,,,
1592685464000,,,,
1592685464500,,,,
1592685465000,,,,
1592685465500,,,,
1592685466000,,,,
1592685466500,,,,
1592685467000,,,,
1592685467500,,,,
1592685468000,,,,
1592685468500,,,,
1592685469000,,,,
1592685469500,,,,
1592685470000,,,,
1592685470500,,,,
1592685471000,,,,
1592685471500,,,,
1592685472000,,,,
1592685472500,,,,
1592685473000,,,,
1592685473500,,,,
1592685474000,,,,
1592685474500,,,,
1592685475000,,,,
1592685475500,,,,
1592685476000,,,,
1592685476500,,,,
1592685477000,,,,
1592685477500,,,,
1592685478000,,,,224
1592685478500,,,,
1592685479000,,220,,
1592685479500,,,,
1592685480000,225,,,
1592685480500,,,,
1592685481000,,,221,
1592685481500,,,,
1592685482000,,,,
1592685482500,,,,
1592685483000,,,,1987
1592685483500,,,,
1592685484000,,5354,,
1592685484500,,,,
1592685485000,5350,,,
1592685485500,,,,
1592685486000,,,5346,
1592685486500,,,,
1592685487000,,,,
1592685487500,,,,
1592685488000,,,,7142
1592685488500,,,,
1592685489000,,10486,,
1592685489500,,,,
1592685490000,10477,,,
1592685490500,,,,
1592685491000,,,10474,
1592685491500,,,,
1592685492000,,,,
1592685492500,,,,
1592685493000,,,,12288
1592685493500,,,,
1592685494000,,15616,,
1592685494500,,,,
1592685495000,15606,,,
1592685495500,,,,
1592685496000,,,15605,
1592685496500,,,,
1592685497000,,,,
1592685497500,,,,
1592685498000,,,,4341
1592685498500,,,,
1592685499000,,20768,,
1592685499500,,,,
1592685500000,20758,,,
1592685500500,,,,
1592685501000,,,20756,
1592685501500,,,,
1592685502000,,,,
1592685502500,,,,
1592685503000,,,,9494
1592685503500,,,,
1592685504000,,25925,,
1592685504500,,,,
1592685505000,25911,,,
1592685505500,,,,
1592685506000,,,25907,
1592685506500,,,,
1592685507000,,,,
1592685507500,,,,
1592685508000,,,,
1592685508500,,,,
1592685509000,,31080,,14648
1592685509500,,,,
1592685510000,31063,,,
1592685510500,,,,
1592685511000,,,31059,
1592685511500,,,,
1592685512000,,,,
1592685512500,,,,
1592685513000,,,,
1592685513500,,,,
1592685514000,,,,4795
1592685514500,,,,
1592685515000,,36231,,
1592685515500,,,,
1592685516000,36207,,,
1592685516500,,,,
1592685517000,,,36203,
1592685517500,,,,
1592685518000,,,,
1592685518500,,,,
1592685519000,,,,9947
1592685519500,,,,
1592685520000,,41384,,
1592685520500,,,,
1592685521000,41359,,,
1592685521500,,,,
1592685522000,,,41356,
1592685522500,,,,
1592685523000,,,,
1592685523500,,,,
1592685524000,,,,15101
1592685524500,,,,
1592685525000,,46536,,
1592685525500,,,,
1592685526000,46514,,,
1592685526500,,,,
1592685527000,,,46503,
1592685527500,,,,
1592685528000,,,,
1592685528500,,,,
1592685529000,,,,20246
1592685529500,,,,
1592685530000,,51682,,
1592685530500,,,,
1592685531000,51659,,,
1592685531500,,,,
1592685532000,,,51648,
1592685532500,,,,
1592685533000,,,,
1592685533500,,,,
1592685534000,,,,25390
1592685534500,,,,
1592685535000,,56840,,
1592685535500,,,,
1592685536000,56809,,,
1592685536500,,,,
1592685537000,,,56794,
1592685537500,,,,
1592685538000,,,,
1592685538500,,,,
1592685539000,,,,30547
1592685539500,,,,
1592685540000,,61989,,
1592685540500,,,,
1592685541000,61961,,,
1592685541500,,,,
1592685542000,,,61948,
1592685542500,,,,
1592685543000,,,,
1592685543500,,,,
1592685544000,,,,
1592685544500,,,,
1592685545000,,,,35697
1592685545500,,,,
1592685546000,67109,67134,,
1592685546500,,,,
1592685547000,,,,
1592685547500,,,,
1592685548000,,,67096,
1592685548500,,,,
1592685549000,,,,
1592685549500,,,,
1592685550000,,,,40845
1592685550500,,,,
1592685551000,,72287,,
1592685551500,,,,
1592685552000,72253,,,
1592685552500,,,,
1592685553000,,,72243,
1592685553500,,,,
1592685554000,,,,
1592685554500,,,,
1592685555000,,,,45995
1592685555500,,,,
1592685556000,,77434,,
1592685556500,,,,
1592685557000,77403,,,
1592685557500,,,,
1592685558000,,,77396,
1592685558500,,,,
1592685559000,,,,
1592685559500,,,,
1592685560000,,,,51146
1592685560500,,,,
1592685561000,,82583,,
1592685561500,,,,
1592685562000,82551,,,
1592685562500,,,,
1592685563000,,,82542,
1592685563500,,,,
1592685564000,,,,
1592685564500,,,,
1592685565000,,,,56299
1592685565500,,,,
1592685566000,,87728,,
1592685566500,,,,
1592685567000,87704,,,
1592685567500,,,,
1592685568000,,,87692,
1592685568500,,,,
1592685569000,,,,
1592685569500,,,,
1592685570000,,,,61445
1592685570500,,,,
1592685571000,,92874,,
1592685571500,,,,
1592685572000,92858,,,
1592685572500,,,,
1592685573000,,,92839,
1592685573500,,,,
1592685574000,,,,
1592685574500,,,,
1592685575000,,,,
1592685575500,,,,
1592685576000,,98021,,66591
1592685576500,,,,
1592685577000,98009,,,
1592685577500,,,,
1592685578000,,,97989,
1592685578500,,,,
1592685579000,,,,
1592685579500,,,,
1592685580000,,,,
1592685580500,,,,
1592685581000,,,,71741
1592685581500,,,,
1592685582000,,103175,,
1592685582500,,,,
1592685583000,103162,,,
1592685583500,,,,
1592685584000,,,103144,
1592685584500,,,,
1592685585000,,,,
1592685585500,,,,
1592685586000,,,,76892
1592685586500,,,,
1592685587000,,108326,,
1592685587500,,,,
1592685588000,108311,,,
1592685588500,,,,
1592685589000,,,108291,
1592685589500,,,,
1592685590000,,,,
1592685590500,,,,
1592685591000,,,,82046
1592685591500,,,,
1592685592000,,113476,,
1592685592500,,,,
1592685593000,113464,,,
1592685593500,,,,
1592685594000,,,113441,
1592685594500,,,,
1592685595000,,,,
1592685595500,,,,
1592685596000,,,,87198
1592685596500,,,,
1592685597000,,118625,,
1592685597500,,,,
1592685598000,118610,,,
1592685598500,,,,
1592685599000,,,118595,
1592685599500,,,,
1592685600000,,,,
1592685600500,,,,
1592685601000,,,,92351
1592685601500,,,,
1592685602000,,123779,,
1592685602500,,,,
1592685603000,123762,,,
1592685603500,,,,
1592685604000,,,123748,
1592685604500,,,,
1592685605000,,,,
1592685605500,,,,
1592685606000,,,,97496
1592685606500,,,,
1592685607000,,128933,,
1592685607500,,,,
1592685608000,128913,,,
1592685608500,,,,
1592685609000,,,128897,
1592685609500,,,,
1592685610000,,,,
1592685610500,,,,
1592685611000,,,,
1592685611500,,,,
1592685612000,,,,102647
1592685612500,,,,
1592685613000,134064,134084,,
1592685613500,,,,
1592685614000,,,134050,
1592685614500,,,,
1592685615000,,,,
1592685615500,,,,
1592685616000,,,,
1592685616500,,,,
1592685617000,,,,107793
1592685617500,,,,
1592685618000,,139232,,
1592685618500,,,,
1592685619000,139216,,,
1592685619500,,,,
1592685620000,,,139195,
1592685620500,,,,
1592685621000,,,,
1592685621500,,,,
1592685622000,,,,112941
1592685622500,,,,
1592685623000,,144378,,
1592685623500,,,,
1592685624000,144363,,,
1592685624500,,,,
1592685625000,,,144347,
1592685625500,,,,
1592685626000,,,,
1592685626500,,,,
1592685627000,,,,118090
1592685627500,,,,
1592685628000,,149525,,
1592685628500,,,,
1592685629000,149520,,,
1592685629500,,,,
1592685630000,,,149498,
1592685630500,,,,
1592685631000,,,,
1592685631500,,,,
1592685632000,,,,123238
1592685632500,,,,
1592685633000,,154680,,
1592685633500,,,,
1592685634000,154666,,,
1592685634500,,,,
1592685635000,,,154641,
1592685635500,,,,
1592685636000,,,,
1592685636500,,,,
1592685637000,,,,128390
1592685637500,,,,
1592685638000,,159832,,
1592685638500,,,,
1592685639000,159817,,,
1592685639500,,,,
1592685640000,,,159789,
1592685640500,,,,
1592685641000,,,,
1592685641500,,,,
1592685642000,,,,133543
1592685642500,,,,
1592685643000,,164977,,
1592685643500,,,,
1592685644000,164967,,,
1592685644500,,,,
1592685645000,,,164933,
1592685645500,,,,
1592685646000,,,,
1592685646500,,,,
1592685647000,,,,
1592685647500,,,,
1592685648000,,,,138686
1592685648500,,,,
1592685649000,170113,170131,,
1592685649500,,,,
1592685650000,,,,
1592685650500,,,,
1592685651000,,,170089,
1592685651500,,,,
1592685652000,,,,
1592685652500,,,,
1592685653000,,,,143833
1592685653500,,,,
1592685654000,,175286,,
1592685654500,,,,
1592685655000,175265,,,
1592685655500,,,,
1592685656000,,,175235,
1592685656500,,,,
1592685657000,,,,
1592685657500,,,,
1592685658000,,,,148984
1592685658500,,,,
1592685659000,,180439,,
1592685659500,,,,
1592685660000,180417,,,
1592685660500,,,,
1592685661000,,,180385,
1592685661500,,,,

